ID;Title;Price;Postage;Sell_Date;Location;Condition;Product_Type;Product_Line;Brand;Screen_Size;Screen_Resolution;Storage_Type;Storage_Capacity;Model;Operating_System;Operating_System_Edition;RAM_Memory;Processor;Processor_Speed;Seller;Seller_Notes;URL
39;"Dell Precision M3800 15.6"" 4K Touchscreen Laptop i7-4712HQ 2.30GHz 16GB 1TB SSD";499.99;12.00;05-Jun 02:57;Leeds, West Yorkshire, United Kingdom;Used;Notebook/Laptop;;Dell;15.6 in;3840 x 2160;SSD (Solid State Drive);;Dell Precision M3800;Not Included;;16 GB;Intel Core i7 4th Gen.;2.30 GHz;computersinleeds;Condition: - Okay condition, marks, scratches, sticker marks. Some damage to bottom case (see pics) Some back screws missing and some look to be stripped.- Screen is in good condition, may have tiny marks from day to day use.Specification: - See the title and images for specification.Testing: - Powers to BIOS fine with no errors or passwords. Fans run fine. - The battery holds charge but is not tested for the full duration. Batteries are consumable items.Operating System: - Not installed.What's Included: - Laptop Only.What's Not Included: - Power adaptor / Other accessories / Cables / Software / Drivers etc.;https://www.ebay.co.uk/itm/Dell-Precision-M3800-15-6-034-4K-Touchscreen-Laptop-i7-4712HQ-2-30GHz-16GB-1TB-SSD-/124210865711?hash=item1ceb8b662f%3Ag%3AY0cAAOSwghpe14hw&nma=true&si=PIimlriwFwXcH9bXdsMMAeNAlpE%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
40;LENOVO YOGA C940-14IIL 4K TOUCHSCREEN  i7-1065G7 16GB RAM 1TB SSD UK QWERTY;1439.77;43.54;05-Jun 02:57;ESSEX, United Kingdom;Opened - never used;Notebook/Laptop;;Lenovo;14 in;;;;Lenovo Yoga C940-14IIL;Windows 10;;16 GB;Intel Core i7-1065G7;;ewix;HIGH QUALITY LENOVO PRODUCTS IN NEW, UNUSED CONDITION WITH ABSOLUTELY NO SIGNS OF WEAR. THOSE UNITS ARE CANCELLED ORDERS, CUSTOMER CHANGE OF MINE RETURNS OR OPEN BOX LAPTOPS. 12 MONTHS MANUFACTURER WARRANTY, ACTIVE FROM DATE OF PURCHASE. THEY COME IN RETAIL BOX OR IN CASE IT IS DAMAGED IN LENOVO REPLACEMENT BOX.;https://www.ebay.co.uk/itm/LENOVO-YOGA-C940-14IIL-4K-TOUCHSCREEN-i7-1065G7-16GB-RAM-1TB-SSD-UK-QWERTY/283880599559?hash=item42189a3007:g:-aMAAOSwqUleJuee
41;"Lenovo Legion Y740 15.6"" (512GB SSD, Intel Core i7 9th Gen., 4.50 GHz, 16GB)...";1600.00;;05-Jun 02:57;Welling , United Kingdom;Opened - never used;Gaming Laptop;;Lenovo;15.6 in;1920 x 1080;SSD (Solid State Drive);;;;;16 GB;Intel Core i7 9th Gen.;2.60 GHz;amewind_0;;https://www.ebay.co.uk/itm/Lenovo-Legion-Y740-15-6-034-512GB-SSD-Intel-Core-i7-9th-Gen-4-50-GHz-16GB-/133428668913?epid=4036745198&hash=item1f10f7e9f1%3Ag%3Aj4wAAOSwAPpeRXaD&nma=true&si=btMMppCgGq%252BPBguC6A8E9V4e8Sc%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
42;"Lenovo IdeaPad 530S-14IKB Laptop 14"" Full HD, intel i7-8550U, 16GB RAM,256GB SSD";599.95;29.95;05-Jun 02:57;Liverpool, United Kingdom;Opened - never used;Notebook/Laptop;;Lenovo;14 in;1920 x 1080;SSD (Solid State Drive);;Lenovo IdeaPad 530S;Windows 10;Home;16 GB;Intel Core i7 8th Gen.;4.00 GHz;the-tech-saver;Nearly new in its original Lenovo box and with 16GB RAM upgrade !;https://www.ebay.co.uk/itm/Lenovo-IdeaPad-530S-14IKB-Laptop-14-034-Full-HD-intel-i7-8550U-16GB-RAM-256GB-SSD-/333611816135?epid=5025402396&hash=item4dacd054c7%3Ag%3AXnoAAOSwk8RezogF&nma=true&si=9pmX33%252BFII9VEETZkp5gviIiYoU%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
43;LENOVO LEGION Y740-15IRH INTEL i7-9750H 16GB RAM 1TB SSD RTX 2080 German Layout;2144.76;40.00;05-Jun 02:57;ESSEX, United Kingdom;Opened - never used;Notebook/Laptop;;Lenovo;15.6 in;;SSD;;Lenovo Legion Y740-17IRH;Windows 10;;16 GB;Intel Core i7-9750H;;ewix;HIGH QUALITY LENOVO PRODUCTS IN NEW, UNUSED CONDITION WITH ABSOLUTELY NO SIGNS OF WEAR. THOSE UNITS ARE CANCELLED ORDERS, CUSTOMER CHANGE OF MINE RETURNS OR OPEN BOX LAPTOPS. 12 MONTHS MANUFACTURER WARRANTY, ACTIVE FROM DATE OF PURCHASE. THEY COME IN RETAIL BOX OR IN CASE IT IS DAMAGED IN LENOVO REPLACEMENT BOX.;https://www.ebay.co.uk/itm/LENOVO-LEGION-Y740-15IRH-INTEL-i7-9750H-16GB-RAM-1TB-SSD-RTX-2080-German-Layout/283818590560?hash=item4214e80160:g:qwgAAOSwlf9dgWiQ
44;"Acer Predator Helios 300 17.3"" (Intel Core i7-9750H, 16GB RAM, NVIDIA";1530.00;;05-Jun 02:57;Bristol, United Kingdom;New;Notebook/Laptop;;Acer;17.3 in;1920 x 1080;HDD + SSD;;Acer Predator Helios 300;Windows 10;;16 GB;Intel Core i7 9th Gen.;2.60 GHz;melbakry79;;https://www.ebay.co.uk/itm/Acer-Predator-Helios-300-17-3-034-Intel-Core-i7-9750H-16GB-RAM-NVIDIA-/283898212249?hash=item4219a6ef99%3Ag%3AJzMAAOSwMVZe1ETw&nma=true&si=7tTL1x0mqiaryU0oE%252FBe4wFI6O4%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
45;"Dell Latitude E6540 15.6"" Laptop Intel Core i7 2.7GHZ 16GB RAM 240 GB NEW SSD";459.99;25.06;05-Jun 02:57;LONDON, United Kingdom;Seller refurbished;Notebook/Laptop;;Dell;15.6;;SSD (Solid State Drive) BRAND NEW;;;Windows 10;Professional;;;2.4 GHZ;markonicomputing;GRADE A , EXCELLENT CONDITION WITH BRAND NEW 240 GB SSD, 16 GB BRAND NEW RAM, WINDOWS 10 PROFESSIONAL INSTALLED WITH FULL AND LATEST UPDATES, AND KASPERSKY INTERNET SECURITY APPROX 1 YEAR.;https://www.ebay.co.uk/itm/Dell-Latitude-E6540-15-6-Laptop-Intel-Core-i7-2-7GHZ-16GB-RAM-240-GB-NEW-SSD/303552295680?hash=item46ad207300:g:W8AAAOSw7Vtb2HTo
46;"HP ZBook 15 G2 Core i7-4810QM 2.8Ghz 16GB 512GB SSD 15.6"" Quadro Win-10 Laptop";325.00;22.54;05-Jun 02:57;Leigh-on-sea, Essex, United Kingdom;Seller refurbished;Laptop;Zbook;HP;"15.6""";;SSD (Solid State Drive);;zbook 15 G2;Windows 10 professional;;16GB;Intel Core i7;2.8GHz;tecuk;Good working order, Good used condition;https://www.ebay.co.uk/itm/HP-ZBook-15-G2-Core-i7-4810QM-2-8Ghz-16GB-512GB-SSD-15-6-034-Quadro-Win-10-Laptop-/274385245660?hash=item3fe2a295dc%3Ag%3AKNYAAOSwrCZbDWT%7E&nma=true&si=vVlK6oYONS%252Be4Ryhoeqk7AAHxCA%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
47;"Dell XPS 9300  i7-1065G7 16Gb 1TB SSD 13.4"" 4K UHD+ Touch";1100.00;;05-Jun 02:57;Liverpool, United Kingdom;Used;Notebook/Laptop;;Dell;13.4 in;3840 x 2400;SSD (Solid State Drive);;DELL xps 9300;Windows 10;;16 GB;Intel Core i7 10th Gen.;;allyeardeal;MINT CONDITION, FANTASTIC LAPTOP;https://www.ebay.co.uk/itm/Dell-XPS-9300-i7-1065G7-16Gb-1TB-SSD-13-4-034-4K-UHD-Touch-/303574637716?hash=item46ae755c94%3Ag%3AF3wAAOSwFpBexuCP&nma=true&si=rxCbpv0oS0bAVuxaYyJU07aGGbE%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
48;"Dell Inspiron 7391 2-1 Intel® i7-1051U 512Gb NVMe 16Gb 13.3"" Touch FHD Win10Pro";799.99;31.42;05-Jun 02:57;Sheffield, United Kingdom;Seller refurbished;Convertible 2-in-1 Laptop/Tablet;DELL;Dell;13.3 in;1920 x 1080;SSD (Solid State Drive);512GB M.2 PCIe NVMe Solid State Drive;Inspiron 13 - 7391;Windows 10;Professional;16 GB, LPDDR3, 2133 MHz, Integrated;10th Generation Intel® Core™ i7-10510U;Up to 4.90 GHz;123gonesold;This is product that has been returned to Dell for a variety of reasons including cancellations and specifications changes In A New Condition May have very slight mark or blemish. 6 Months Warranty.;https://www.ebay.co.uk/itm/Dell-Inspiron-7391-2-1-Intel-i7-1051U-512Gb-NVMe-16Gb-13-3-Touch-FHD-Win10Pro/143603436744?hash=item216f6e8cc8:g:cO4AAOSwOK5euolJ
49;"Thinkpad T Series i7 3.2GHz 14"" IPS wideview FULL HD 16GB RAM, 256GB SSD Webcam";255.55;12.00;05-Jun 02:57;Derby, United Kingdom;Used;Ultrabook;;Lenovo;14 in IPS Wide view angle;1920 x 1080;SSD (Solid State Drive);;Thinkpad T Series;Windows 10;Professional;16 GB;Intel Core i7 5th Gen.;3.20 GHz;pc_upgrade_master;"Very nice lightweight and reliable ultrabook Thinkpad excellent 14"" IPS wideview FULL HD screen, laptop I estimate as excellent condition, but could be some marks , because not brand new, all photos and screenshots of actual item. battery max Windows power manager show up to 5 hours in power save mode.";https://www.ebay.co.uk/itm/Thinkpad-T-Series-i7-3-2GHz-14-034-IPS-wideview-FULL-HD-16GB-RAM-256GB-SSD-Webcam-/254587803296?hash=item3b469d96a0%3Ag%3A1ScAAOSwU0Be17YZ&nma=true&si=jA12bEmjGjzSLtocitvHNmu1m7I%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
50;Razer Blade15 2020:15.6'' FHD-300Hz,Intel i7-10875H 8Core,16GB Ram,RTX2080 Super;2570.00;55.00;05-Jun 02:57;Leeds, United Kingdom;New;Gaming Laptop;;Razer;15.6 in;1920 x 1080;SSD (Solid State Drive);;Razer Blade 15;Windows 10;;;Intel Core i7 10th Gen.;;neogeo19;;https://www.ebay.co.uk/itm/Razer-Blade15-2020-15-6-039-039-FHD-300Hz-Intel-i7-10875H-8Core-16GB-Ram-RTX2080-Super-/203008501340?hash=item2f443fe65c%3Ag%3Ab9YAAOSwLIJe0%7E9g&nma=true&si=S6zdqfCVv1YVy9F%252BQrzMuykdZJs%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
51;HP 15-DA0595SA i7 7500U up to 16GB RAM  & up to 1TB SSD, Wifi Windows 10 Pro;499.99;25.00;05-Jun 02:57;Northampton, United Kingdom;Opened - never used;Notebook/Laptop;;HP;"15.6""";1920 x 1080;SSD (Solid State Drive);;15-DA0595SA;Windows 10 Pro;;;Intel Core i7 7th Gen.;3.50 GHz;northampton-computer-services;Here we have some very high performance and very well specified top-quality HP laptops in an unusual condition - they appear to have had some malicious damage inflicted – it is superficial and to the lids generally and they are all in perfect unused condition otherwise and all working perfectly. They come with a full 1 year’s warranty. We say the damage seems to be malicious as we have purchased a quantity of them all with the same marks and all in new condition otherwise. This is a really good bargain opportunity for anyone who does not mind the cosmetic damage. Anyway, these machines have an upgraded specification of 8 or 16GB of RAM and 256GB, 512GB or 1TB Solid state disk drives.Price range normally would have been £795 - £1,000,000 but you have the opportunity to purchase at from £399 - £699 which includes VAT at 20%. Non-UK sales at 20% less for outside of the UK (valid VAT number needed to be forwarded for EU countries).;https://www.ebay.co.uk/itm/HP-15-DA0595SA-i7-7500U-up-to-16GB-RAM-up-to-1TB-SSD-Wifi-Windows-10-Pro/274356058926?hash=item3fe0e53b2e:m:mn2ztFIpL_oTS_lKJF69KSA
52;"Dell XPS 13 9370 Laptop  i7 8650 256GB SSD 16GB RAM 13.3"" 4K UHD TOUCH";679.99;;05-Jun 02:57;Peterborough, Cambridgeshire, United Kingdom;Used;Notebook/Laptop;;Dell;13.3 in;;;;Dell Xps 9370;;;16 GB;;;dgeltd;;https://www.ebay.co.uk/itm/Dell-XPS-13-9370-Laptop-i7-8650-256GB-SSD-16GB-RAM-13-3-034-4K-UHD-TOUCH-/174305381298?hash=item2895690bb2%3Ag%3AkK4AAOSwXuRe09pF&nma=true&si=y5AXdJr8UAwvlolKIDn6GRJFBNs%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
53;Dell Inspiron 13 7000 2in1 13.3  i7 8565 8th Gen. 1.8GHz 16GB 256GB Touch Screen;599.99;;05-Jun 02:57;Peterborough, Cambridgeshire, United Kingdom;Used;Notebook/Laptop;;Dell;13.3 in;1920 x 1080;SSD (Solid State Drive);;Dell Inspiron 13 7000;Windows 10;;16 MB;Intel Core i7 8th Gen.;4.60 GHz;dgeltd;;https://www.ebay.co.uk/itm/Dell-Inspiron-13-7000-2in1-13-3-i7-8565-8th-Gen-1-8GHz-16GB-256GB-Touch-Screen-/174302501470?hash=item28953d1a5e%3Ag%3Ak8kAAOSwzO5e095O&nma=true&si=Ax8RJHZnJxOKR14eZxARwl1YJKU%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
54;"Huawei MateBook X Pro 13.9"" Laptop 16 GB RAM 1TB Intel® Core™ i7 NEW";1469.99;;05-Jun 02:57;Bristol, United Kingdom;New;Notebook/Laptop;;Huawei;13.9 Inches;;;;Huawei MateBook X Pro;Windows 10;;16 GB;;;jacks_cash;;https://www.ebay.co.uk/itm/Huawei-MateBook-X-Pro-13-9-034-Laptop-16-GB-RAM-1TB-Intel-Core-i7-NEW-/202998955732?epid=5038340269&hash=item2f43ae3ed4%3Ag%3Au5EAAOSws-heyCjZ&nma=true&si=wT2iZ0VyWbtrepWAVs9yt1VVsqA%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
55;"AORUS X7 v6 17.3"" Gaming Notebook/Laptop i7-6820HK 1070 GTX";800.00;;05-Jun 02:57;London, United Kingdom;Used;Notebook/Laptop;;AORUS;17 in;;HDD + SSD;;Aorus;Windows 10;;16 GB;Intel i7 6820HK;;x-85;Excellent working condition. Fully boxed with drivers/recovery backup.;https://www.ebay.co.uk/itm/AORUS-X7-v6-17-3-034-Gaming-Notebook-Laptop-i7-6820HK-1070-GTX-/184312607856?epid=245501577&hash=item2ae9e33470%3Ag%3AJwQAAOSwk2Je1Cyw&nma=true&si=WUKcKtrv8OghJIMtgoTvmRPrKqw%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
57;"Dell Latitude E6540 15.6"" Laptop Intel Core i7-2.7GHZ,16GB RAM 1 TB New SSD KIS";599.99;27.68;03-Jun 11:01;LONDON, United Kingdom;Seller refurbished;Notebook/Laptop;;Dell;15.6;;SSD (Solid State Drive) BRAND NEW;;;Windows 10;Professional;;;2.7 GHZ;markonicomputing;GRADE A , EXCELLENT CONDITION WITH BRAND NEW 1 TB SAMSUNG EVO 860 SSD, 16 GB BRAND NEW RAM, WINDOWS 10 PROFESSIONAL INSTALLED WITH FULL AND LATEST UPDATES, AND KASPERSKY INTERNET SECURITY 1 YEAR.;https://www.ebay.co.uk/itm/Dell-Latitude-E6540-15-6-Laptop-Intel-Core-i7-2-7GHZ-16GB-RAM-1-TB-New-SSD-KIS/302939927636?hash=item4688a07454:g:W8AAAOSw7Vtb2HTo
59;dell xps 13 9380 i7-8565U 16gb 256g 1080 non-touchable;700.00;;05-Jun 02:57;Leicester, United Kingdom;Used;;;Dell;;;;;Dell XPS 13 9380;;;;;;xia_4588;;https://www.ebay.co.uk/itm/dell-xps-13-9380-i7-8565U-16gb-256g-1080-non-touchable-/392808497661?hash=item5b753601fd%3Ag%3AzO8AAOSw62letvsw&nma=true&si=Ii15H01Oqx34OsNUNfIJnNPXnm0%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
60;"HP EliteBook 840 G6 Laptop 14"" Full HD, intel i7 8565U, 16GB RAM, 512GB SSD";949.95;29.95;03-Jun 11:01;Liverpool, United Kingdom;New;Notebook/Laptop;;HP;14 in;1920 x 1080;SSD (Solid State Drive);512 GB;HP EliteBook 840 G6;Windows 10;Professional;16 GB;Intel Core i7 8th Gen.;4.60 GHz;the-tech-saver;;https://www.ebay.co.uk/itm/HP-EliteBook-840-G6-Laptop-14-034-Full-HD-intel-i7-8565U-16GB-RAM-512GB-SSD-/333606553244?epid=26034845571&hash=item4dac80069c%3Ag%3ACqMAAOSw1p1eLMaT&nma=true&si=Wn3yHASxljuLgBbmodQw6RTGJtg%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
61;HP ENVY x360 15-dr0033na 4K Touch Laptop i7-8565U 16GB 512GB+32GB MX250, 8XL35EA;1299.97;41.14;03-Jun 11:01;Nottingham, United Kingdom;New;Convertible 2-in-1 Laptop/Tablet;;HP;15.6 in;;SSD (Solid State Drive);;15-dr0033na;Windows 10;;16 GB;Intel Core i7 8th Gen.;;tekshop;;https://www.ebay.co.uk/itm/HP-ENVY-x360-15-dr0033na-4K-Touch-Laptop-i7-8565U-16GB-512GB-32GB-MX250-8XL35EA/264624429810?epid=21036753570&hash=item3d9cd85af2:g:HywAAOSwGC9eOvda
62;"Razer Blade Pro 17"" V2 256GB SSD 16GB GTX1060 i7-7700HQ Boxed Laptop";900.00;;03-Jun 11:01;Hounslow, United Kingdom;Used;Notebook/Laptop;;Razer;17 in;;;;Razer Blade Pro;;;16 GB;;;kkjewels-0;;https://www.ebay.co.uk/itm/Razer-Blade-Pro-17-034-V2-256GB-SSD-16GB-GTX1060-i7-7700HQ-Boxed-Laptop-/174303395310?hash=item28954abdee%3Ag%3A4K4AAOSwe-hett2d&nma=true&si=EWKdrgEK2l7TzJ71rZ5xYEtAKBY%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
64;"Dell Precision M3800 Core i7-4712HQ 2.3GHz 16GB, 500GB Win10 15.6"" TouchscreenC2";219.95;4.95;03-Jun 11:01;Cannock, United Kingdom;Seller refurbished;;;;;;;;;;;;;;pcbitzuk;;https://www.ebay.co.uk/itm/Dell-Precision-M3800-Core-i7-4712HQ-2-3GHz-16GB-500GB-Win10-15-6-034-TouchscreenC2-/133426454464?hash=item1f10d61fc0%3Ag%3Act0AAOSwBDle1Lrh&nma=true&si=nDKn3w5ZEuFqb6fsnOgZqH3dWvY%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
65;"Dell XPS 15 9550 15.6"" 4k Touchscreen (512GB SSD + 1TB HDD, i7, 16BGB RAM)";750.00;;03-Jun 11:01;London, United Kingdom;Used;Notebook/Laptop;;Dell;15.6 in;3840 x 2160;HDD + SSD;;Dell XPS 15 9550;Windows 10;;16 GB;Intel Core i7 6th Gen.;2.60 GHz;libertykitty;;https://www.ebay.co.uk/itm/Dell-XPS-15-9550-15-6-034-4k-Touchscreen-512GB-SSD-1TB-HDD-i7-16BGB-RAM-/254609999894?epid=219638457&hash=item3b47f04816%3Ag%3AqQsAAOSwlCVe0mXY&nma=true&si=1EC2MxHHRdZ14rKCAMYn5Ss2eNE%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
66;"Dell E7450 Ultrabook Laptop 14"", i7-5600U, 16GB RAM, 512GB SSD, NVIDIA 840M FHD";400.00;;03-Jun 11:01;Carlisle, United Kingdom;Used;Ultrabook;Latitude;Dell;14 in;1920 x 1080;SSD (Solid State Drive);512GB;E7450;Windows 10;Professional;16 GB;Intel Core i7 5th Gen.;2.60 GHz;jonty4;Used, but in good condition.;https://www.ebay.co.uk/itm/Dell-E7450-Ultrabook-Laptop-14-034-i7-5600U-16GB-RAM-512GB-SSD-NVIDIA-840M-FHD-/143612281802?hash=item216ff583ca%3Ag%3Al0cAAOSw6GxeyErJ&nma=true&si=AJWc%252BGOi1lIxU2ZULrgDCgxqTVg%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
67;Dell G5 5590, RTX 2060, i7 9750H, 16GB RAM, 512GB SSD, 90Whr Battery;950.00;;03-Jun 11:01;York, United Kingdom;Used;Gaming Laptop;;Dell;15.6 in;1920 x 1080;SSD (Solid State Drive);;Dell G5 15;Windows 10;;16 GB;Intel Core i7 9th Gen.;;dango_3688;Only 2 months old, purchased from the Dell outlet. Very lightly used.;https://www.ebay.co.uk/itm/Dell-G5-5590-RTX-2060-i7-9750H-16GB-RAM-512GB-SSD-90Whr-Battery-/402280364680?hash=item5da9c73a88%3Ag%3ASskAAOSwVp1ewEAX&nma=true&si=vQyh4ifIuXtaa9TPDo0H500cqV4%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
68;ALIENWARE Area 51m 17.3in Gaming Laptop - Intel i7-9700 16GB RAM 1TB + 512GB;2099.00;;03-Jun 11:01;Tilbury, United Kingdom;Opened - never used;Gaming Laptop;;Alienware;17.3 in;;SSHD (Solid State Hybrid Drive);;P38e;Windows 10;;16 GB;Intel Core i7 9th Gen.;;mzhzhy_d9esvf;;https://www.ebay.co.uk/itm/ALIENWARE-Area-51m-17-3in-Gaming-Laptop-Intel-i7-9700-16GB-RAM-1TB-512GB-/293597594030?hash=item445bc7c1ae%3Ag%3AvLEAAOSwOJVe0shn&nma=true&si=LpxfUwnFE5pF%252BTelfbR%252FvFCsuKk%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
69;Dell Laptop - E7240 - WINDOWS 10 - 16GB RAM - i7 - 500GB SSD;295.00;;03-Jun 11:01;Chepstow, United Kingdom;Seller refurbished;Notebook/Laptop;;Dell;;;;;;;;16 GB;Intel Core i7 4th Gen.;2.60 GHz;txo_systems_uk;minor scartches to laptop case, no screen damage;https://www.ebay.co.uk/itm/Dell-Laptop-E7240-WINDOWS-10-16GB-RAM-i7-500GB-SSD-/274371361423?epid=219516187&hash=item3fe1ceba8f%3Ag%3Ao9QAAOSwbPBexTSr&nma=true&si=e2%252Blkmvx%252FeQgtuKjxnbYnJI7pgo%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
70;17 Inch Aorus X7 Gaming SLI Laptop - Intel i7, GTX 970M Graphics, 16GB Ram;699.95;19.95;03-Jun 11:01;Southampton, United Kingdom;Used;Gaming Laptop;;AORUS;17 in;3840 x 2400;HDD + SSD;;X7;Windows 10;;16 GB;Intel Core i7 4th Gen.;2.50 GHz;sldoc0;;https://www.ebay.co.uk/itm/17-Inch-Aorus-X7-Gaming-SLI-Laptop-Intel-i7-GTX-970M-Graphics-16GB-Ram-/373064788592?hash=item56dc64ea70%3Ag%3ARMQAAOSwHuhewmsa&nma=true&si=73Yrzgx2xDct%252BztH6Kvwv7auCO4%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
71;HP Spectre x360 15-df1029na FHDT Laptop i7-9750H 16GB 512GB+32GB GTX1650 8XL37EA;1599.97;46.77;03-Jun 11:01;Nottingham, United Kingdom;New;HP;;HP;15.6 in;1920 x 1080;SSD (Solid State Drive);;5-df1029na;Windows 10;;16 GB;Intel Core i7 9th Gen.;;tekshop;;https://www.ebay.co.uk/itm/HP-Spectre-x360-15-df1029na-FHDT-Laptop-i7-9750H-16GB-512GB-32GB-GTX1650-8XL37EA/114149200866?epid=15037423375&hash=item1a93d293e2:g:r70AAOSwPA1ebSAy
72;"Lenovo X270 Laptop, 12.5"" i7-7600u 2.8GHz, 16GB RAM, 480GB SSD, Windows 10 Pro";399.99;;03-Jun 11:01;stourbridge, United Kingdom;Seller refurbished;Notebook/Laptop;ThinkPad;Lenovo;12.5 in;;SSD (Solid State Drive);128GB;Lenovo ThinkPad X270;Windows 10;Professional;16GB;Intel Core i7 7th Gen.;2.8 GHz;compuclear;In good condition all round. Has minor signs of use commensurate with a used item. Fully refurbished and ready to use;https://www.ebay.co.uk/itm/Lenovo-X270-Laptop-12-5-034-i7-7600u-2-8GHz-16GB-RAM-480GB-SSD-Windows-10-Pro-/324179650973?hash=item4b7a9ce99d%3Ag%3AYv4AAOSwKk5eXkcc&nma=true&si=iLdU9hddaMiIPKXo6IHrodxjKJw%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
73;"HP ZBook 17"" G2 Workstation, i7, 250GB SSD, Quadro K3100M, 16GB Ram, Office 2016";350.00;10.00;03-Jun 11:01;Cardiff, United Kingdom;Used;Ultrabook;;HP;17 in;;SSD (Solid State Drive);;HP Zbook 17 G2;Windows 10;Home;16 GB;Intel Core i7 5th Gen.;2.80 GHz;fjkart58;;https://www.ebay.co.uk/itm/HP-ZBook-17-034-G2-Workstation-i7-250GB-SSD-Quadro-K3100M-16GB-Ram-Office-2016-/274381910311?hash=item3fe26fb127%3Ag%3AnJ4AAOSwFlhe0hmT&nma=true&si=wy7cYNoNL6SbX52BziA788lFN3c%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
74;Dell Inspiron 5577 15.6'' gaming laptop, Intel Core i7 7th Gen.3.8 ghz, 16gb;499.00;;01-Jun 10:00;STEVENAGE, United Kingdom;Used;Notebook/Laptop;;Dell;15.6 in;1920 x 1080;nvme ssd;;dell inspiron 5577;Windows 10 Pro;;16 GB;Intel Core i7 7th Gen.;3.80 GHz;lindah4472;;https://www.ebay.co.uk/itm/Dell-Inspiron-5577-15-6-039-039-gaming-laptop-Intel-Core-i7-7th-Gen-3-8-ghz-16gb-/264748153566?hash=item3da4383ade%3Ag%3AA2UAAOSwkhpe0p1u&nma=true&si=J0T%252F0TaiyUXW%252F7PErlS2y7TyClQ%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
75;"HP PAVILION 15""FHD HD IPS LED-i7-7700HQ/ 16GB/ 256GB SSD/ 1TB HDD/ WIN10-274";699.99;;01-Jun 10:00;Simonstone, Lancashire, United Kingdom;Seller refurbished;Laptop;;HP;"15.6"" FHD IPS LED";;HDD + SSD;;PAVILION 15-bc235nd;Windows 10;Home;16 GB;INTEL i7-7700HQ@2.80GHz;2.80 GHz;refurbedit;Fully Tested, In Excellent Condition, US KEYBOARD, 6 Months Warranty, Original Box;https://www.ebay.co.uk/itm/HP-PAVILION-15-034-FHD-HD-IPS-LED-i7-7700HQ-16GB-256GB-SSD-1TB-HDD-WIN10-274-/254474630782?hash=item3b3fdeb67e%3Ag%3AjCAAAOSwA5ReFJ-1&nma=true&si=BdytXL3LfC%252Fuknbam6oxxn1AIYg%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
76;"Lenovo ThinkPad T460 14"" Laptop i7-6600U 2.6GHz 16GB RAM 512GB SSD Win 10 Pro";449.99;;01-Jun 10:00;Stalybridge, United Kingdom;Seller refurbished;Notebook/Laptop;ThinkPad;Lenovo;14 in;1920 x 1080;SSD (Solid State Drive);512 GB;Lenovo ThinkPad T460;Windows 10 Pro;Professional;16 GB;Intel Core i7 6th Gen.;2.6 GHz;mbh-global;;https://www.ebay.co.uk/itm/Lenovo-ThinkPad-T460-14-034-Laptop-i7-6600U-2-6GHz-16GB-RAM-512GB-SSD-Win-10-Pro-/124164767932?hash=item1ce8cc00bc%3Ag%3AQ%7EsAAOSwUAVeosma&nma=true&si=pkDoaGo8pExjiF7eUjoM0Nqo1bU%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
